Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
25.0,18.0,8.0,34.98919395094831,114.0,Yes,69.97105570066397,256.5795683444258,Poor,Bad,Low_spent_Medium_value_payments,45.0,9093.865,7.0,9.0,27.0,4.0,621.8220833333334,15.75,2196.35,25.631584288243552
25.0,18.0,8.0,33.668038128475345,115.0,Yes,51.848932384599706,264.7016916604901,Standard,Bad,Low_spent_Medium_value_payments,45.0,9093.865,7.0,9.0,27.0,4.0,621.8220833333334,15.75,2196.35,25.631584288243552
25.0,18.0,11.0,26.51265916371027,116.0,Yes,50.54842720351532,266.00219684157446,Poor,Bad,Low_spent_Medium_value_payments,45.0,9093.865,7.0,9.0,27.0,4.0,621.8220833333334,15.75,2196.35,25.631584288243552
25.0,18.0,11.0,24.605311213711108,117.0,Yes,16.14989613360731,300.40072791148253,Standard,Bad,Low_spent_Medium_value_payments,45.0,9093.865,7.0,9.0,27.0,4.0,621.8220833333334,15.75,2196.35,25.631584288243552
25.0,20.0,11.0,28.606398602715203,118.0,Yes,15.961879268062782,270.588744777027,Standard,Bad,Low_spent_Medium_value_payments,45.0,9093.865,7.0,9.0,27.0,4.0,621.8220833333334,15.75,2196.35,25.631584288243552
25.0,18.0,11.0,35.047383107194904,119.0,Yes,48.58626707535729,277.96435696973253,Standard,Bad,Low_spent_Medium_value_payments,45.0,9093.865,7.0,9.0,27.0,4.0,621.8220833333334,15.75,2196.35,25.631584288243552
37.0,23.0,8.0,36.11770819284757,34.0,NM,541.4322252630095,142.5455224690209,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
34.0,23.0,8.0,30.48979738076621,35.0,Yes,315.1704321133525,68.7089267115112,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
36.0,23.0,8.0,22.471637871877565,36.0,Yes,255.33795449474582,128.54140433011784,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
35.0,23.0,8.0,23.546374173457828,37.0,NM,577.3046492966539,142.5455224690209,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
35.0,21.0,8.0,35.00781307359269,38.0,Yes,573.5031251171341,142.5455224690209,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
35.0,23.0,8.0,30.21260859607301,39.0,Yes,71.20054287342353,302.67881595144013,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
35.0,23.0,8.0,25.51007799604152,40.0,Yes,217.3297182169397,156.549640607924,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
35.0,21.0,11.0,36.70086322145399,41.0,Yes,521.4185407262082,142.5455224690209,Standard,Bad,Low_spent_Small_value_payments,22.0,59214.6,7.0,10.0,27.0,9.0,5120.55,25.47,2814.81,388.1756411751363
50.0,19.0,7.0,32.4051376872082,176.0,NM,24.675436344130073,295.7193025610196,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
50.0,19.0,7.0,37.48387177205768,176.0,Yes,37.404513454872756,282.99022545027685,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
53.0,21.0,7.0,35.449434557739075,178.0,Yes,36.251328325172075,265.47261166090243,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
45.0,19.0,7.0,35.03628048078515,179.0,Yes,55.92160321911715,274.4731356860325,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
50.0,16.0,7.0,32.222576790891004,180.0,Yes,25.213113134749346,275.1816257704004,Standard,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
50.0,20.0,7.0,28.2644695882125,181.0,Yes,36.251328325172075,277.04318509876634,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
51.0,18.0,7.0,31.04042804886613,182.0,Yes,35.098143195471394,275.2965957096783,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
47.0,16.0,7.0,39.27355360898244,182.0,Yes,40.2605041259581,280.1342347791916,Poor,Bad,Low_spent_Medium_value_payments,18.0,8285.085,6.0,6.0,33.0,5.0,592.4237499999998,18.56,1821.76,18.84763609485034
25.0,10.0,3.0,37.5034126849876,386.0,Yes,459.5178326730282,697.5878339936385,Standard,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,11.0,3.0,42.096979570519295,387.0,Yes,62.66884401178173,1054.436822654885,Standard,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,11.0,3.0,29.27696229581493,388.0,Yes,779.0132807132968,388.09238595336984,Standard,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,10.0,3.0,36.68945544432438,389.0,Yes,213.49993987504243,903.6057267916243,Standard,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,10.0,3.0,33.3268243560568,390.0,Yes,801.9948663958771,365.11080027078947,Standard,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,8.0,5.0,36.23899977938636,391.0,Yes,143.00593670247937,974.0997299641873,Standard,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,10.0,5.0,26.18499547201633,392.0,Yes,318.7733259073967,828.3323407592699,Poor,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
30.0,10.0,5.0,43.45473242786508,393.0,Yes,177.6345244356989,949.4711422309678,Poor,Standard,Low_spent_Small_value_payments,26.0,104880.68,7.0,7.0,12.0,0.0,8771.056666666665,10.16,1036.4,0.0
12.0,5.0,4.0,34.216483130661004,201.0,No,63.32726015254315,481.4334257417695,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
12.0,8.0,4.0,41.71286555730459,202.0,No,212.1943360173084,352.56634987700426,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
12.0,5.0,4.0,25.12617954565786,203.0,NM,70.18132692097785,464.5793589733348,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
8.0,5.0,4.0,35.269535872564525,204.0,No,268.51109325991456,306.24959263439814,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
12.0,5.0,4.0,35.987571622200754,205.0,No,89.49987303782224,455.2608128564904,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
12.0,6.0,8.0,28.52636783519857,206.0,NM,292.3936954806852,272.3669904136274,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
15.0,5.0,8.0,36.19136002014592,207.0,No,295.2275585706628,269.5331273236498,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
12.0,5.0,8.0,34.797002219947416,208.0,No,249.77295727041218,304.98772862390047,Standard,Good,Low_spent_Medium_value_payments,27.0,38036.61,2.0,3.0,2.0,2.0,3180.7175,4.84,241.07,33.31106410568741
8.0,16.0,7.0,29.012868661447808,176.0,Yes,16.17451414922814,298.5034025403847,Standard,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
8.0,16.0,7.0,23.641561592267905,176.0,Yes,37.902045456528256,276.77587123308456,Standard,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
7.0,16.0,7.0,30.14547472228049,178.0,Yes,28.93722625606877,305.74069043354405,Standard,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
8.0,16.0,7.0,36.02255396224258,179.0,Yes,26.93029610709527,317.7476205825175,Standard,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
8.0,16.0,8.0,28.23512130664914,180.0,Yes,16.832254838086712,317.84566185152613,Poor,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
8.0,19.0,8.0,28.64780867844707,181.0,Yes,50.057822956133926,294.6200937334789,Standard,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
8.0,16.0,8.0,33.91148184184939,182.0,Yes,54.94794293236429,279.7299737572485,Poor,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
7.0,16.0,8.0,25.42816663400177,183.0,Yes,61.96396626725515,282.71395042235764,Poor,Standard,Low_spent_Medium_value_payments,23.0,8983.565,6.0,4.0,6.0,2.0,645.6304166666667,11.25,1270.65,9.885124977053865
10.0,11.0,2.0,27.589050437715365,276.0,Yes,453.7203032688749,465.4669467311252,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
10.0,11.0,2.0,35.724779397449296,276.0,Yes,106.28382061922336,772.9034293807769,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
10.0,10.0,5.0,26.34981356417665,277.0,Yes,652.0250329849854,267.1622170150147,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
15.0,12.0,5.0,33.55536033232389,278.0,Yes,829.6758932849414,99.51135671505871,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
10.0,11.0,5.0,30.65202044857879,279.0,Yes,621.4978536673169,297.6893963326831,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
10.0,11.0,5.0,30.44718938028232,280.0,Yes,190.1961796566357,698.9910703433643,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
6.0,11.0,5.0,39.4325166047313,281.0,Yes,270.3274477907778,628.8598022092223,Standard,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
10.0,11.0,5.0,35.13812678563397,282.0,Yes,142.9868363799161,746.2004136200841,Poor,Standard,High_spent_Medium_value_payments,52.0,80302.47,5.0,5.0,20.0,0.0,6391.8725,11.71,976.47,0.0
23.0,12.0,5.0,30.10072428022347,221.0,Yes,116.38332530638128,373.67600802695216,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
26.0,13.0,5.0,31.664090473552136,222.0,Yes,154.86950393305054,365.1898294002828,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
23.0,11.0,8.0,35.108776340046106,223.0,Yes,34.10962822532457,435.9497051080088,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
27.0,12.0,8.0,33.573011153219966,224.0,NM,202.9185413680219,297.14079196531145,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
23.0,13.0,8.0,28.21421039282162,225.0,Yes,239.32433146877838,280.735001864555,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
23.0,12.0,8.0,26.63398680403958,225.0,Yes,58.77585181417098,421.28348151916236,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
22.0,12.0,8.0,28.763429587584163,227.0,Yes,30.178940410082944,449.8803929232503,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
23.0,15.0,8.0,33.144760569773986,228.0,Yes,95.4858498101426,394.5734835231908,Standard,Standard,High_spent_Medium_value_payments,38.0,28279.12,4.0,7.0,13.0,0.0,2300.593333333333,16.74,329.28,0.0
23.0,21.0,9.0,40.55880623813957,121.0,Yes,220.0400839207264,104.16073512230385,Poor,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
23.0,21.0,9.0,34.36752215555998,122.0,Yes,213.55525440478814,130.64556463824206,Poor,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
23.0,21.0,9.0,25.38191499639431,123.0,Yes,121.30256722380652,212.89825181922367,Poor,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
23.0,21.0,9.0,37.8260022015572,124.0,Yes,94.29038572713198,219.91043331589825,Standard,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
23.0,20.0,9.0,35.79085973401328,125.0,Yes,51.353179626584904,242.8476394164453,Standard,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
23.0,24.0,9.0,39.46521070140752,126.0,Yes,71.73616034906338,242.46465869396684,Standard,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
19.0,21.0,9.0,32.67665279672559,127.0,Yes,160.1835834894511,184.01723555357913,Poor,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
19.0,21.0,11.0,29.57817080287422,128.0,Yes,184.05987367671275,160.14094536631745,Poor,Bad,Low_spent_Small_value_payments,21.0,28256.16,8.0,7.0,22.0,9.0,2500.68,8.95,1721.83,195.86718095696972
18.0,23.0,12.0,29.15695260040499,159.0,Yes,80.68252405358294,266.0108132878529,Standard,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
20.0,23.0,12.0,38.49546501356741,160.0,Yes,54.38510039978395,272.308236941652,Poor,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
20.0,23.0,12.0,25.10153896151001,161.0,Yes,72.14805800447144,274.5452793369645,Poor,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
21.0,23.0,17.0,37.52722786212922,162.0,Yes,57.78677570763739,288.90656163379856,Standard,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
20.0,23.0,17.0,29.666541248916054,163.0,Yes,115.85497432418772,230.83836301724818,Poor,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
20.0,23.0,17.0,36.56235613145239,164.0,Yes,25.931216202745322,280.7621211386906,Poor,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
20.0,22.0,17.0,36.74321570269979,165.0,Yes,91.89676480137821,254.79657254005767,Poor,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
20.0,23.0,17.0,23.95753729495906,166.0,Yes,63.19206708488287,263.501270256553,Poor,Bad,Low_spent_Small_value_payments,34.0,14075.83,7.0,10.0,19.0,5.0,876.9858333333334,17.14,1333.74,31.005245991897432
8.0,19.0,4.0,38.493439997903,289.0,Yes,161.82775703653738,445.78309117237916,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
11.0,17.0,4.0,29.53410233427621,290.0,Yes,161.82775703653738,380.325039752226,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
10.0,17.0,4.0,31.84942765774202,291.0,Yes,71.99254433563604,440.1602524531274,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
10.0,17.0,9.0,27.651521375673056,292.0,Yes,80.15809593107326,421.9947008576902,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
10.0,17.0,9.0,28.06357828579938,293.0,NM,186.23659833070653,355.91619845805695,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
10.0,17.0,9.0,33.449512292222906,294.0,Yes,310.82110523852793,231.33169155023555,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
15.0,19.0,9.0,36.28504854539015,295.0,Yes,305.6123792902194,236.5404174985441,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
10.0,14.0,9.0,36.87501919425093,296.0,Yes,64.18987957619292,427.96291721257063,Standard,Standard,Low_spent_Small_value_payments,24.0,30608.63,3.0,6.0,9.0,1.0,2650.7191666666668,17.04,729.74,12.919119877903222
21.0,18.0,7.0,32.212588622077284,88.0,Yes,115.80361337466742,229.9266372309405,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
23.0,18.0,7.0,39.825330367344336,89.0,Yes,46.32800963831911,259.40224096728883,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
21.0,18.0,7.0,29.298675784181672,90.0,Yes,89.26087001680122,256.4693805888067,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
21.0,18.0,7.0,35.78896120396801,91.0,Yes,77.9667223145777,248.55325074922573,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
21.0,18.0,7.0,36.91042511989436,92.0,Yes,89.00468575901262,256.7255648465953,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
21.0,20.0,7.0,34.14281474631745,93.0,Yes,66.92875887014277,278.8014917354652,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
21.0,18.0,8.0,26.558702875920392,94.0,Yes,77.9667223145777,196.37017593392918,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
17.0,16.0,8.0,28.975610325479284,95.0,Yes,33.294732704446695,282.43551790116123,Poor,Bad,Low_spent_Small_value_payments,30.0,15714.98,10.0,7.0,16.0,9.0,1228.5816666666667,4.98,1874.48,67.12791606105874
21.0,11.0,6.0,37.82181679764004,65.0,NM,183.8073796541917,335.91057211312443,Poor,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
21.0,11.0,6.0,36.44573270780396,66.0,Yes,235.57965492260044,324.1382968447157,Poor,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
21.0,11.0,6.0,27.95883885521205,67.0,Yes,159.63535478530503,360.082596982011,Standard,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
21.0,8.0,6.0,39.21161478579143,68.0,Yes,102.02420383569557,407.69374793162046,Poor,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
17.0,12.0,6.0,31.681099135961176,69.0,Yes,342.1494127738768,217.56853899343932,Poor,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
21.0,12.0,6.0,25.550723566668328,70.0,Yes,332.1297238525001,227.58822791481603,Standard,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
21.0,11.0,6.0,27.033257424597267,71.0,Yes,136.71453217658728,403.0034195907288,Standard,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
21.0,13.0,6.0,29.41069626399413,72.0,Yes,300.9042869224128,238.8136648449033,Poor,Standard,Low_spent_Small_value_payments,31.0,55663.5,5.0,4.0,30.0,7.0,4932.625,7.39,1319.74,223.544548232684
44.0,24.0,8.0,28.45585821618955,151.0,Yes,174.8016093459662,251.7668016503207,Standard,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
44.0,24.0,13.0,34.338612699821056,152.0,Yes,128.4882094935769,298.08020150271,Poor,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
39.0,24.0,13.0,38.62327946018284,153.0,Yes,119.97311689784485,286.59529409844214,Poor,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
44.0,21.0,13.0,32.813049874683344,154.0,Yes,119.97311689784485,284.48203618752774,Poor,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
44.0,24.0,13.0,28.663491685667523,155.0,Yes,40.47879576769014,346.0896152285968,Poor,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
44.0,27.0,13.0,32.2795558731721,156.0,Yes,21.68849159092264,364.8799194053642,Poor,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
49.0,24.0,13.0,27.19476414204452,156.0,Yes,41.4312870714046,345.1371239248823,Standard,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
44.0,27.0,13.0,30.807983674194013,158.0,Yes,151.08892702400308,275.47948397228384,Poor,Bad,Low_spent_Small_value_payments,34.0,19071.07,7.0,6.0,20.0,4.0,1887.2558333333327,7.06,1538.98,52.15717233704647
22.0,16.0,1.0,40.86587660914165,200.0,No,268.0397275818788,240.0201657400309,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
22.0,16.0,1.0,26.919041970149788,200.0,No,182.62213329109403,325.4377600308157,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
22.0,18.0,1.0,34.41836776704636,201.0,No,88.67302796113168,379.38686536077813,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
22.0,16.0,1.0,30.53560281694801,202.0,No,112.75120256972444,365.30869075218527,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
22.0,18.0,1.0,29.680656099749875,203.0,NM,167.53192230504544,320.52797101686434,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
22.0,16.0,1.0,40.941321551777385,203.0,No,128.9071111651522,424.04941402649683,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
22.0,16.0,1.0,35.317785137239426,205.0,No,92.42985616124949,375.63003716066015,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
20.0,14.0,1.0,38.98785202309492,206.0,No,128.9071111651522,349.1527821567576,Good,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359
14.0,18.0,7.0,26.96003570145033,256.0,Yes,342.4636459109197,659.2475069901245,Standard,Standard,High_spent_Large_value_payments,43.0,104118.69,5.0,7.0,5.0,3.0,8853.5575,14.65,555.27,163.64459709895598
17.0,15.0,7.0,26.982685983244885,256.0,Yes,157.11034584702375,804.6008070540205,Standard,Standard,High_spent_Large_value_payments,43.0,104118.69,5.0,7.0,5.0,3.0,8853.5575,14.65,555.27,163.64459709895598
17.0,15.0,7.0,41.66616959446663,258.0,Yes,153.53075301255018,808.180399888494,Standard,Standard,High_spent_Large_value_payments,43.0,104118.69,5.0,7.0,5.0,3.0,8853.5575,14.65,555.27,163.64459709895598
